year_film,year_award,ceremony,category,nominee,film,win
2015,2016,73,Best Director - Motion Picture,George Miller,Mad Max: Fury Road,FALSE
2015,2016,73,Best Director - Motion Picture,Tom McCarthy,Spotlight,FALSE
2015,2016,73,Best Screenplay - Motion Picture,Aaron Sorkin,Steve Jobs,TRUE
2015,2016,73,Best Screenplay - Motion Picture,Emma Donoghue,Room,FALSE
2015,2016,73,Best Screenplay - Motion Picture,"Tom McCarthy, Josh Singer",Spotlight,FALSE
2015,2016,73,Best Screenplay - Motion Picture,"Charles Randolph, Adam McKay","Big Short, The",FALSE
2015,2016,73,Best Screenplay - Motion Picture,Quentin Tarantino,The Hateful Eight,FALSE
2015,2016,73,Best Motion Picture - Animated,Inside Out,,TRUE
2015,2016,73,Best Motion Picture - Animated,The Peanuts Movie,,FALSE
2015,2016,73,Best Motion Picture - Animated,Anomalisa,,FALSE
2015,2016,73,Best Motion Picture - Animated,Shaun the Sheep Movie,,FALSE
2015,2016,73,Best Motion Picture - Animated,The Good Dinosaur,,FALSE
2015,2016,73,Best Motion Picture - Foreign Language,Son of Saul,"Hungary, László Nemes",TRUE
2015,2016,73,Best Motion Picture - Foreign Language,Mustang,"France, Deniz Gamze Ergüven",FALSE
2015,2016,73,Best Motion Picture - Foreign Language,The Brand New Testament,"Belgium, France, Luxembourg, Jaco Van Dormael",FALSE
2015,2016,73,Best Motion Picture - Foreign Language,The Club,"Chile, Pablo Larraín",FALSE
2015,2016,73,Best Motion Picture - Foreign Language,The Fencer,"Finland, Germany, Estonia, Klaus Härö",FALSE
2015,2016,73,Best Original Score - Motion Picture,Ennio Morricone,The Hateful Eight,TRUE
2015,2016,73,Best Original Score - Motion Picture,Carter Burwell,Carol,FALSE
2015,2016,73,Best Original Score - Motion Picture,Daniel Pemberton,Steve Jobs,FALSE
2015,2016,73,Best Original Score - Motion Picture,Alexandre Desplat,The Danish Girl,FALSE
2015,2016,73,Best Original Score - Motion Picture,"Ryuichi Sakamoto, Alva Noto",The Revenant,FALSE
2015,2016,73,Best Original Song - Motion Picture,"""Writing's On The Wall"", Sam Smith, Jimmy Napes",Spectre,TRUE
2015,2016,73,Best Original Song - Motion Picture,"""Love Me Like You Do"", Tove Lo, Max Martin, Savan Kotecha, Ali Payami, Ilya Salmanzadeh",Fifty Shades of Grey,FALSE
2015,2016,73,Best Original Song - Motion Picture,"""See You Again"", DJ Frank E, Andrew Cedar, Charlie Puth, Wiz Khalifa",Furious 7,FALSE
2015,2016,73,Best Original Song - Motion Picture,"""One Kind of Love"", Brian Wilson, Scott Bennett",Love & Mercy,FALSE
2015,2016,73,Best Original Song - Motion Picture,"""Simple Song #3"", David Lang",Youth,FALSE
2015,2016,73,Best Television Series - Drama,Mr. Robot,,TRUE
2015,2016,73,Best Television Series - Drama,Game of Thrones,,FALSE
2015,2016,73,Best Television Series - Drama,Narcos,,FALSE
2015,2016,73,Best Television Series - Drama,Outlander,,FALSE
2015,2016,73,Best Television Series - Drama,Empire,,FALSE
2015,2016,73,Best Television Series - Musical or Comedy,Mozart in the Jungle,,TRUE
2015,2016,73,Best Television Series - Musical or Comedy,Casual,,FALSE
2015,2016,73,Best Television Series - Musical or Comedy,Orange is the New Black,,FALSE
2015,2016,73,Best Television Series - Musical or Comedy,Silicon Valley,,FALSE
2015,2016,73,Best Television Series - Musical or Comedy,Transparent,,FALSE
2015,2016,73,Best Television Series - Musical or Comedy,Veep,,FALSE
2015,2016,73,Best Television Limited Series or Motion Picture Made for Television,Wolf Hall,,TRUE
2015,2016,73,Best Television Limited Series or Motion Picture Made for Television,American Crime,,FALSE
2015,2016,73,Best Television Limited Series or Motion Picture Made for Television,American Horror Story: Hotel,,FALSE
2015,2016,73,Best Television Limited Series or Motion Picture Made for Television,Fargo,,FALSE
2015,2016,73,Best Television Limited Series or Motion Picture Made for Television,Flesh & Bone,,FALSE
2015,2016,73,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Lady Gaga,American Horror Story: Hotel,TRUE
2015,2016,73,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Sarah Hay,Flesh & Bone,FALSE
2015,2016,73,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Felicity Huffman,American Crime,FALSE
2015,2016,73,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Queen Latifah,Bessie,FALSE
2015,2016,73,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Kirsten Dunst,Fargo,FALSE
2015,2016,73,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Oscar Isaac,Show Me a Hero,TRUE
2015,2016,73,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Patrick Wilson,Fargo,FALSE
2015,2016,73,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Idris Elba,Luther,FALSE
2015,2016,73,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,David Oyelowo,Nightingale,FALSE
2015,2016,73,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Mark Rylance,Wolf Hall,FALSE
2015,2016,73,Best Performance by an Actress In A Television Series - Drama,Taraji P. Henson,Empire,TRUE
2015,2016,73,Best Performance by an Actress In A Television Series - Drama,Caitriona Balfe,Outlander,FALSE
2015,2016,73,Best Performance by an Actress In A Television Series - Drama,Eva Green,Penny Dreadful,FALSE
2015,2016,73,Best Performance by an Actress In A Television Series - Drama,Robin Wright,House of Cards,FALSE
2015,2016,73,Best Performance by an Actress In A Television Series - Drama,Viola Davis,How To Get Away With Murder,FALSE
2015,2016,73,Best Performance by an Actor In A Television Series - Drama,Jon Hamm,Mad Men,TRUE
2015,2016,73,Best Performance by an Actor In A Television Series - Drama,Wagner Moura,Narcos,FALSE
2015,2016,73,Best Performance by an Actor In A Television Series - Drama,Liev Schreiber,Ray Donovan,FALSE
2015,2016,73,Best Performance by an Actor In A Television Series - Drama,Bob Odenkirk,Better Call Saul,FALSE
2015,2016,73,Best Performance by an Actor In A Television Series - Drama,Rami Malek,Mr. Robot,FALSE
2015,2016,73,Best Performance by an Actress in a Television Series - Musical or Comedy,Rachel Bloom,Crazy Ex-Girlfriend,TRUE
2015,2016,73,Best Performance by an Actress in a Television Series - Musical or Comedy,Lily Tomlin,Grace and Frankie,FALSE
2015,2016,73,Best Performance by an Actress in a Television Series - Musical or Comedy,Gina Rodriguez,Jane The Virgin,FALSE
2015,2016,73,Best Performance by an Actress in a Television Series - Musical or Comedy,Jamie Lee Curtis,Scream Queens,FALSE
2015,2016,73,Best Performance by an Actress in a Television Series - Musical or Comedy,Julia Louis-Dreyfus,Veep,FALSE
2015,2016,73,Best Performance by an Actor in a Television Series - Musical or Comedy,Gael García Bernal,Mozart in the Jungle,TRUE
2015,2016,73,Best Performance by an Actor in a Television Series - Musical or Comedy,Jeffrey Tambor,Transparent,FALSE
2015,2016,73,Best Performance by an Actor in a Television Series - Musical or Comedy,Patrick Stewart,Blunt Talk,FALSE
2015,2016,73,Best Performance by an Actor in a Television Series - Musical or Comedy,Aziz Ansari,Master of None,FALSE
2015,2016,73,Best Performance by an Actor in a Television Series - Musical or Comedy,Rob Lowe,The Grinder,FALSE
2015,2016,73,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Maura Tierney,The Affair,TRUE
2015,2016,73,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Regina King,American Crime,FALSE
2015,2016,73,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Joanne Froggatt,Downton Abbey,FALSE
2015,2016,73,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Uzo Aduba,Orange is the New Black,FALSE
2015,2016,73,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Judith Light,Transparent,FALSE
2015,2016,73,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Christian Slater,Mr. Robot,TRUE
2015,2016,73,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Tobias Menzies,Outlander,FALSE
2015,2016,73,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Alan Cumming,,FALSE
2015,2016,73,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Damian Lewis,Wolf Hall,FALSE
2015,2016,73,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ben Mendelsohn,Bloodline,FALSE
2015,2016,73,Cecil B. deMille Award,Denzel Washington,,FALSE
2016,2017,74,Best Motion Picture - Drama,Moonlight,,TRUE
2016,2017,74,Best Motion Picture - Drama,Hell or High Water,,FALSE
2016,2017,74,Best Motion Picture - Drama,Lion,,FALSE
2016,2017,74,Best Motion Picture - Drama,Manchester by the Sea,,FALSE
2016,2017,74,Best Motion Picture - Drama,Hacksaw Ridge,,FALSE
2016,2017,74,Best Motion Picture - Musical or Comedy,La La Land,,TRUE
2016,2017,74,Best Motion Picture - Musical or Comedy,20th Century Women,,FALSE
2016,2017,74,Best Motion Picture - Musical or Comedy,Deadpool,,FALSE
2016,2017,74,Best Motion Picture - Musical or Comedy,Florence Foster Jenkins,,FALSE
2016,2017,74,Best Motion Picture - Musical or Comedy,Sing Street,,FALSE
2016,2017,74,Best Performance by an Actress in a Motion Picture - Drama,Isabelle Huppert,Elle,TRUE
2016,2017,74,Best Performance by an Actress in a Motion Picture - Drama,Amy Adams,Arrival,FALSE
2016,2017,74,Best Performance by an Actress in a Motion Picture - Drama,Jessica Chastain,Miss Sloane,FALSE
2016,2017,74,Best Performance by an Actress in a Motion Picture - Drama,Ruth Negga,Loving,FALSE
2016,2017,74,Best Performance by an Actress in a Motion Picture - Drama,Natalie Portman,Jackie,FALSE
2016,2017,74,Best Performance by an Actor in a Motion Picture - Drama,Casey Affleck,Manchester by the Sea,TRUE
2016,2017,74,Best Performance by an Actor in a Motion Picture - Drama,Joel Edgerton,Loving,FALSE
2016,2017,74,Best Performance by an Actor in a Motion Picture - Drama,Andrew Garfield,Hacksaw Ridge,FALSE
2016,2017,74,Best Performance by an Actor in a Motion Picture - Drama,Viggo Mortensen,Captain Fantastic,FALSE
2016,2017,74,Best Performance by an Actor in a Motion Picture - Drama,Denzel Washington,Fences,FALSE
2016,2017,74,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emma Stone,La La Land,TRUE
2016,2017,74,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Annette Bening,20th Century Women,FALSE
2016,2017,74,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Lily Collins,Rules Don't Apply,FALSE
2016,2017,74,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Hailee Steinfeld,The Edge of Seventeen,FALSE
2016,2017,74,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep,Florence Foster Jenkins,FALSE
2016,2017,74,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ryan Gosling,La La Land,TRUE
2016,2017,74,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Colin Farrell,The Lobster,FALSE
2016,2017,74,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Hugh Grant,Florence Foster Jenkins,FALSE
2016,2017,74,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jonah Hill,War Dogs,FALSE
2016,2017,74,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ryan Reynolds,Deadpool,FALSE
2016,2017,74,Best Performance by an Actress in a Supporting Role in any Motion Picture,Viola Davis,Fences,TRUE
2016,2017,74,Best Performance by an Actress in a Supporting Role in any Motion Picture,Naomie Harris,Moonlight,FALSE
2016,2017,74,Best Performance by an Actress in a Supporting Role in any Motion Picture,Nicole Kidman,Lion,FALSE
2016,2017,74,Best Performance by an Actress in a Supporting Role in any Motion Picture,Octavia Spencer,Hidden Figures,FALSE
2016,2017,74,Best Performance by an Actress in a Supporting Role in any Motion Picture,Michelle Williams,Manchester by the Sea,FALSE
2016,2017,74,Best Performance by an Actor in a Supporting Role in any Motion Picture,Aaron Taylor-Johnson,Nocturnal Animals,TRUE
2016,2017,74,Best Performance by an Actor in a Supporting Role in any Motion Picture,Mahershala Ali,Moonlight,FALSE
2016,2017,74,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jeff Bridges,Hell or High Water,FALSE
2016,2017,74,Best Performance by an Actor in a Supporting Role in any Motion Picture,Simon Helberg,Florence Foster Jenkins,FALSE
2016,2017,74,Best Performance by an Actor in a Supporting Role in any Motion Picture,Dev Patel,Lion,FALSE
2016,2017,74,Best Director - Motion Picture,Damien Chazelle,La La Land,TRUE
2016,2017,74,Best Director - Motion Picture,Barry Jenkins,Moonlight,FALSE
2016,2017,74,Best Director - Motion Picture,Kenneth Lonergan,Manchester by the Sea,FALSE
2016,2017,74,Best Director - Motion Picture,Tom Ford,Nocturnal Animals,FALSE
2016,2017,74,Best Director - Motion Picture,Mel Gibson,Hacksaw Ridge,FALSE
2016,2017,74,Best Screenplay - Motion Picture,Damien Chazelle,La La Land,TRUE
2016,2017,74,Best Screenplay - Motion Picture,Tom Ford,Nocturnal Animals,FALSE
2016,2017,74,Best Screenplay - Motion Picture,Barry Jenkins,Moonlight,FALSE
2016,2017,74,Best Screenplay - Motion Picture,Kenneth Lonergan,Manchester by the Sea,FALSE
2016,2017,74,Best Screenplay - Motion Picture,Taylor Sheridan,Hell or High Water,FALSE
2016,2017,74,Best Motion Picture - Animated,Zootopia,,TRUE
2016,2017,74,Best Motion Picture - Animated,Kubo and the Two Strings,,FALSE
2016,2017,74,Best Motion Picture - Animated,Moana,,FALSE
2016,2017,74,Best Motion Picture - Animated,My Life as a Zucchini,,FALSE
2016,2017,74,Best Motion Picture - Animated,Sing,,FALSE
2016,2017,74,Best Motion Picture - Foreign Language,Elle,"France, Paul Verhoeven",TRUE
2016,2017,74,Best Motion Picture - Foreign Language,Divines,"France, Houda Benyamina",FALSE
2016,2017,74,Best Motion Picture - Foreign Language,Neruda,"Chile, Pablo Larraín",FALSE
2016,2017,74,Best Motion Picture - Foreign Language,The Salesman,"Iran, Asghar Farhadi ",FALSE
2016,2017,74,Best Motion Picture - Foreign Language,Toni Erdmann,"Germany, Maren Ade",FALSE
2016,2017,74,Best Original Score - Motion Picture,Justin Hurwitz,La La Land,TRUE
2016,2017,74,Best Original Score - Motion Picture,Nicholas Britell,Moonlight,FALSE
2016,2017,74,Best Original Score - Motion Picture,Jóhann Jóhannsson,Arrival,FALSE
2016,2017,74,Best Original Score - Motion Picture,"Dustin O'Halloran, Hauschka",Lion,FALSE
2016,2017,74,Best Original Score - Motion Picture,"Hans Zimmer, Pharrell Williams, Benjamin Wallfisch",Hidden Figures,FALSE
2016,2017,74,Best Original Song - Motion Picture,"""City of Stars"", Justin Hurwitz, Benj Pasek, Justin Paul",La La Land,TRUE
2016,2017,74,Best Original Song - Motion Picture,"""Gold"", Iggy Pop, Danger Mouse, Daniel Pemberton, Stephen Gaghan",Gold,FALSE
2016,2017,74,Best Original Song - Motion Picture,"""How Far I'll Go"", Lin-Manuel Miranda",Moana,FALSE
2016,2017,74,Best Original Song - Motion Picture,"""Can't Stop the Feeling!"", Justin Timberlake, Max Martin, Shellback",Trolls,FALSE
2016,2017,74,Best Original Song - Motion Picture,"""Faith"", Stevie Wonder, Ryan Tedder, Francis and the Lights",Sing,FALSE
2016,2017,74,Best Television Series - Drama,"Crown, The ",,TRUE
2016,2017,74,Best Television Series - Drama,Game of Thrones,,FALSE
2016,2017,74,Best Television Series - Drama,Stranger Things,,FALSE
2016,2017,74,Best Television Series - Drama,This Is Us,,FALSE
2016,2017,74,Best Television Series - Drama,Westworld,,FALSE
2016,2017,74,Best Television Series - Musical or Comedy,Atlanta,,TRUE
2016,2017,74,Best Television Series - Musical or Comedy,Veep,,FALSE
2016,2017,74,Best Television Series - Musical or Comedy,Black-ish,,FALSE
2016,2017,74,Best Television Series - Musical or Comedy,Mozart in the Jungle,,FALSE
2016,2017,74,Best Television Series - Musical or Comedy,Transparent,,FALSE
2016,2017,74,Best Television Limited Series or Motion Picture Made for Television,The People v. O.J. Simpson: American Crime Story,,TRUE
2016,2017,74,Best Television Limited Series or Motion Picture Made for Television,The Night Of,,FALSE
2016,2017,74,Best Television Limited Series or Motion Picture Made for Television,American Crime,,FALSE
2016,2017,74,Best Television Limited Series or Motion Picture Made for Television,The Dresser,,FALSE
2016,2017,74,Best Television Limited Series or Motion Picture Made for Television,The Night Manager,,FALSE
2016,2017,74,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Sarah Paulson,The People v. O.J. Simpson: American Crime Story,TRUE
2016,2017,74,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Felicity Huffman,American Crime,FALSE
2016,2017,74,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Riley Keough,The Girlfriend Experience,FALSE
2016,2017,74,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Charlotte Rampling,London Spy,FALSE
2016,2017,74,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Kerry Washington,Confirmation,FALSE
2016,2017,74,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Tom Hiddleston,The Night Manager,TRUE
2016,2017,74,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Courtney B. Vance,The People v. O.J. Simpson: American Crime Story,FALSE
2016,2017,74,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Riz Ahmed,The Night Of,FALSE
2016,2017,74,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Bryan Cranston,All the Way,FALSE
2016,2017,74,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,John Turturro,The Night Of,FALSE
2016,2017,74,Best Performance by an Actress In A Television Series - Drama,Claire Foy,"Crown, The ",TRUE
2016,2017,74,Best Performance by an Actress In A Television Series - Drama,Caitriona Balfe,Outlander,FALSE
2016,2017,74,Best Performance by an Actress In A Television Series - Drama,Keri Russell,The Americans,FALSE
2016,2017,74,Best Performance by an Actress In A Television Series - Drama,Winona Ryder,Stranger Things,FALSE
2016,2017,74,Best Performance by an Actress In A Television Series - Drama,Evan Rachel Wood,Westworld,FALSE
2016,2017,74,Best Performance by an Actor In A Television Series - Drama,Billy Bob Thornton,Goliath,TRUE
2016,2017,74,Best Performance by an Actor In A Television Series - Drama,Rami Malek,Mr. Robot,FALSE
2016,2017,74,Best Performance by an Actor In A Television Series - Drama,Bob Odenkirk,Better Call Saul,FALSE
2016,2017,74,Best Performance by an Actor In A Television Series - Drama,Matthew Rhys,The Americans,FALSE
2016,2017,74,Best Performance by an Actor In A Television Series - Drama,Liev Schreiber,Ray Donovan,FALSE
2016,2017,74,Best Performance by an Actress in a Television Series - Musical or Comedy,Tracee Ellis Ross,Black-ish,TRUE
2016,2017,74,Best Performance by an Actress in a Television Series - Musical or Comedy,Julia Louis-Dreyfus,Veep,FALSE
2016,2017,74,Best Performance by an Actress in a Television Series - Musical or Comedy,Sarah Jessica Parker,Divorce,FALSE
2016,2017,74,Best Performance by an Actress in a Television Series - Musical or Comedy,Issa Rae,Insecure,FALSE
2016,2017,74,Best Performance by an Actress in a Television Series - Musical or Comedy,Gina Rodriguez,Jane The Virgin,FALSE
2016,2017,74,Best Performance by an Actress in a Television Series - Musical or Comedy,Rachel Bloom,Crazy Ex-Girlfriend,FALSE
2016,2017,74,Best Performance by an Actor in a Television Series - Musical or Comedy,Donald Glover,Atlanta,TRUE
2016,2017,74,Best Performance by an Actor in a Television Series - Musical or Comedy,Anthony Anderson,Black-ish,FALSE
2016,2017,74,Best Performance by an Actor in a Television Series - Musical or Comedy,Gael García Bernal,Mozart in the Jungle,FALSE
2016,2017,74,Best Performance by an Actor in a Television Series - Musical or Comedy,Nick Nolte,Graves,FALSE
2016,2017,74,Best Performance by an Actor in a Television Series - Musical or Comedy,Jeffrey Tambor,Transparent,FALSE
2016,2017,74,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Olivia Colman,The Night Manager,TRUE
2016,2017,74,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Lena Headey,Game of Thrones,FALSE
2016,2017,74,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Chrissy Metz,This Is Us,FALSE
2016,2017,74,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Mandy Moore,This Is Us,FALSE
2016,2017,74,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Thandie Newton,Westworld,FALSE
2016,2017,74,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Hugh Laurie,The Night Manager,TRUE
2016,2017,74,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John Lithgow,"Crown, The ",FALSE
2016,2017,74,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Christian Slater,Mr. Robot,FALSE
2016,2017,74,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John Travolta,The People v. O.J. Simpson: American Crime Story,FALSE
2016,2017,74,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sterling K. Brown,The People v. O.J. Simpson: American Crime Story,FALSE
2016,2017,74,Cecil B. deMille Award,Meryl Streep,,FALSE
2017,2018,75,Best Motion Picture - Drama,"Three Billboards Outside Ebbing, Missouri",,TRUE
2017,2018,75,Best Motion Picture - Drama,Call Me By Your Name,,FALSE
2017,2018,75,Best Motion Picture - Drama,Dunkirk,,FALSE
2017,2018,75,Best Motion Picture - Drama,The Post,,FALSE
2017,2018,75,Best Motion Picture - Drama,The Shape of Water,,FALSE
2017,2018,75,Best Motion Picture - Musical or Comedy,Lady Bird,,TRUE
2017,2018,75,Best Motion Picture - Musical or Comedy,"Disaster Artist, The ",,FALSE
2017,2018,75,Best Motion Picture - Musical or Comedy,Get Out,,FALSE
2017,2018,75,Best Motion Picture - Musical or Comedy,The Greatest Showman,,FALSE
2017,2018,75,Best Motion Picture - Musical or Comedy,"I, Tonya",,FALSE
2017,2018,75,Best Performance by an Actress in a Motion Picture - Drama,Frances McDormand,"Three Billboards Outside Ebbing, Missouri",TRUE
2017,2018,75,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep,The Post,FALSE
2017,2018,75,Best Performance by an Actress in a Motion Picture - Drama,Michelle Williams,All The Money In The World,FALSE
2017,2018,75,Best Performance by an Actress in a Motion Picture - Drama,Jessica Chastain,Molly's Game,FALSE
2017,2018,75,Best Performance by an Actress in a Motion Picture - Drama,Sally Hawkins,The Shape of Water,FALSE
2017,2018,75,Best Performance by an Actor in a Motion Picture - Drama,Gary Oldman,Darkest Hour,TRUE
2017,2018,75,Best Performance by an Actor in a Motion Picture - Drama,Timothée Chalamet,Call Me By Your Name,FALSE
2017,2018,75,Best Performance by an Actor in a Motion Picture - Drama,Daniel Day-Lewis,Phantom Thread,FALSE
2017,2018,75,Best Performance by an Actor in a Motion Picture - Drama,Tom Hanks,The Post,FALSE
2017,2018,75,Best Performance by an Actor in a Motion Picture - Drama,Denzel Washington,"Roman J. Israel, Esq.",FALSE
2017,2018,75,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Saoirse Ronan,Lady Bird,TRUE
2017,2018,75,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Judi Dench,Victoria & Abdul,FALSE
2017,2018,75,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Helen Mirren,"Leisure Seeker, The ",FALSE
2017,2018,75,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Margot Robbie,"I, Tonya",FALSE
2017,2018,75,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emma Stone,Battle of the Sexes,FALSE
2017,2018,75,Best Performance by an Actor in a Motion Picture - Musical or Comedy,James Franco,"Disaster Artist, The ",TRUE
2017,2018,75,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Hugh Jackman,The Greatest Showman,FALSE
2017,2018,75,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Daniel Kaluuya,Get Out,FALSE
2017,2018,75,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Steve Carell,Battle of the Sexes,FALSE
2017,2018,75,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ansel Elgort,Baby Driver,FALSE
2017,2018,75,Best Performance by an Actress in a Supporting Role in any Motion Picture,Allison Janney,"I, Tonya",TRUE
2017,2018,75,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mary J. Blige,Mudbound,FALSE
2017,2018,75,Best Performance by an Actress in a Supporting Role in any Motion Picture,Hong Chau,Downsizing,FALSE
2017,2018,75,Best Performance by an Actress in a Supporting Role in any Motion Picture,Laurie Metcalf,Lady Bird,FALSE
2017,2018,75,Best Performance by an Actress in a Supporting Role in any Motion Picture,Octavia Spencer,The Shape of Water,FALSE
2017,2018,75,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sam Rockwell,"Three Billboards Outside Ebbing, Missouri",TRUE
2017,2018,75,Best Performance by an Actor in a Supporting Role in any Motion Picture,Willem Dafoe,"Florida Project, The ",FALSE
2017,2018,75,Best Performance by an Actor in a Supporting Role in any Motion Picture,Armie Hammer,Call Me By Your Name,FALSE
2017,2018,75,Best Performance by an Actor in a Supporting Role in any Motion Picture,Richard Jenkins,The Shape of Water,FALSE
2017,2018,75,Best Performance by an Actor in a Supporting Role in any Motion Picture,Christopher Plummer,All The Money In The World,FALSE
2017,2018,75,Best Director - Motion Picture,Guillermo del Toro,The Shape of Water,TRUE
2017,2018,75,Best Director - Motion Picture,Ridley Scott,All The Money In The World,FALSE
2017,2018,75,Best Director - Motion Picture,Steven Spielberg,The Post,FALSE
2017,2018,75,Best Director - Motion Picture,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri",FALSE
2017,2018,75,Best Director - Motion Picture,Christopher Nolan,Dunkirk,FALSE
2017,2018,75,Best Screenplay - Motion Picture,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri",TRUE
2017,2018,75,Best Screenplay - Motion Picture,"Guillermo del Toro, Vanessa Taylor",The Shape of Water,FALSE
2017,2018,75,Best Screenplay - Motion Picture,Greta Gerwig,Lady Bird,FALSE
2017,2018,75,Best Screenplay - Motion Picture,"Liz Hannah, Josh Singer",The Post,FALSE
2017,2018,75,Best Screenplay - Motion Picture,Aaron Sorkin,Molly's Game,FALSE
2017,2018,75,Best Motion Picture - Animated,Coco,,TRUE
2017,2018,75,Best Motion Picture - Animated,Loving Vincent,,FALSE
2017,2018,75,Best Motion Picture - Animated,"Boss Baby, The ",,FALSE
2017,2018,75,Best Motion Picture - Animated,"Breadwinner, The ",,FALSE
2017,2018,75,Best Motion Picture - Animated,Ferdinand,,FALSE
2017,2018,75,Best Motion Picture - Foreign Language,In The Fade,"Germany, Fatih Akin",TRUE
2017,2018,75,Best Motion Picture - Foreign Language,A Fantastic Woman,"Chile, Sebastián Lelio",FALSE
2017,2018,75,Best Motion Picture - Foreign Language,First They Killed My Father,"Cambodia, Angelina Jolie",FALSE
2017,2018,75,Best Motion Picture - Foreign Language,Loveless,"Russia, Andrey Zvyagintsev ",FALSE
2017,2018,75,Best Motion Picture - Foreign Language,The Square,"Sweden, Ruben Östlund",FALSE
2017,2018,75,Best Original Score - Motion Picture,Alexandre Desplat,The Shape of Water,TRUE
2017,2018,75,Best Original Score - Motion Picture,Carter Burwell,"Three Billboards Outside Ebbing, Missouri",FALSE
2017,2018,75,Best Original Score - Motion Picture,Jonny Greenwood,Phantom Thread,FALSE
2017,2018,75,Best Original Score - Motion Picture,John Williams,The Post,FALSE
